method,start,end,quarters,output_correlation,consumption_correlation,gap
hp1600,2006-Q3,2016-Q2,40,0.76890444444920991,0.38656160784185301,0.38234283660735691
hp1600,2006-Q4,2016-Q3,40,0.76853049954675134,0.38464081134116818,0.38388968820558322
hp1600,2007-Q1,2016-Q4,40,0.76530974652457706,0.38709810915680620,0.37821163736777086
hp1600,2007-Q2,2017-Q1,40,0.75437149620119537,0.38847520226709131,0.36589629393410422
hp1600,2007-Q3,2017-Q2,40,0.73941185572877388,0.36963548462856721,0.36977637110020678
hp1600,2007-Q4,2017-Q3,40,0.71976080067222037,0.34380124681658930,0.37595955385563123
hp1600,2008-Q1,2017-Q4,40,0.70085514836721674,0.29598911546952017,0.40486603289769668
hp1600,2008-Q2,2018-Q1,40,0.66055806794334138,0.24485844344666469,0.41569962449667669
hp1600,2008-Q3,2018-Q2,40,0.61629045595271126,0.23209207390612177,0.38419838204658940
hp1600,2008-Q4,2018-Q3,40,0.58060948455242745,0.25376432448071379,0.32684516007171366
hp1600,2009-Q1,2018-Q4,40,0.58274196485275032,0.24409423427048149,0.33864773058226877
hp1600,2009-Q2,2019-Q1,40,0.54484829244832322,0.22131757486584303,0.32353071758248003
hp1600,2009-Q3,2019-Q2,40,0.47183821185181168,0.19906198821001522,0.27277622364179643
hp1600,2009-Q4,2019-Q3,40,0.35618335183325484,0.16663962368234531,0.18954372815090956
hp1600,2010-Q1,2019-Q4,40,0.25397349130548369,0.17910534563037397,0.07486814567510956
hp1600,2010-Q2,2020-Q1,40,0.39641641630582986,0.51227181526546595,-0.11585539895963615
hp1600,2010-Q3,2020-Q2,40,0.89605067080834222,0.89402453117410685,0.00202613963423534
hp1600,2010-Q4,2020-Q3,40,0.88976594984301716,0.87878209134867658,0.01098385849434048
hp1600,2011-Q1,2020-Q4,40,0.88741043651908025,0.87054944724635419,0.01686098927272597
hp1600,2011-Q2,2021-Q1,40,0.88379807340350169,0.84590627761077353,0.03789179579272755
hp1600,2011-Q3,2021-Q2,40,0.89423868092478875,0.84052577773204529,0.05371290319274341
hp1600,2011-Q4,2021-Q3,40,0.89185749046590057,0.82565486159703472,0.06620262886886571
hp1600,2012-Q1,2021-Q4,40,0.89956892265858091,0.83901610206438026,0.06055282059420063
hp1600,2012-Q2,2022-Q1,40,0.90367243777357986,0.84637672981791745,0.05729570795566231
hp1600,2012-Q3,2022-Q2,40,0.90502621378829562,0.85342124568785716,0.05160496810043841
hp1600,2012-Q4,2022-Q3,40,0.90708214702611500,0.85638540909325578,0.05069673793285921
hp1600,2013-Q1,2022-Q4,40,0.90839084732920994,0.85502298974602886,0.05336785758318097
hp1600,2013-Q2,2023-Q1,40,0.90736715833190340,0.85636834345237989,0.05099881487952317
hp1600,2013-Q3,2023-Q2,40,0.90537964203918553,0.85879924211633729,0.04658039992284795
hp1600,2013-Q4,2023-Q3,40,0.90477358023368970,0.86211540957749500,0.04265817065619425
hp1600,2014-Q1,2023-Q4,40,0.90408652317659521,0.86494401142322375,0.03914251175337170
hp1600,2014-Q2,2024-Q1,40,0.90552013583757152,0.87566325314251436,0.02985688269505745
hp1600,2014-Q3,2024-Q2,40,0.90581852979462762,0.87540787523692210,0.03041065455770551
hp1600,2014-Q4,2024-Q3,40,0.90685840565060705,0.87511798565125343,0.03174041999935336
hp1600,2015-Q1,2024-Q4,40,0.90867214650439465,0.87549027000272039,0.03318187650167442
hp1600,2015-Q2,2025-Q1,40,0.90945101377396864,0.87536893912925706,0.03408207464471148
hp1600,2015-Q3,2025-Q2,40,0.91069258648399909,0.87597564016676821,0.03471694631723066
hp1600,2015-Q4,2025-Q3,40,0.91122811862462250,0.87639997618004672,0.03482814244457521
hp1600,2016-Q1,2025-Q4,40,0.91102987075075170,0.87657766585756336,0.03445220489318891
hp1600,2016-Q2,2026-Q1,40,0.91049189990436918,0.87642045678881741,0.03407144311555171
hp1600,2016-Q3,2026-Q2,40,0.90964522589441732,0.87721001875085280,0.03243520714356422
growth,1998-Q4,2008-Q3,40,0.26987934368610522,0.20424356210781594,0.06563578157828924
growth,1999-Q1,2008-Q4,40,0.48719541813174327,0.27630308194473580,0.21089233618700753
growth,1999-Q2,2009-Q1,40,0.57391154234113506,0.27288073324252538,0.30103080909860974
growth,1999-Q3,2009-Q2,40,0.56781145562493229,0.26068651866831749,0.30712493695661480
growth,1999-Q4,2009-Q3,40,0.55801611169607057,0.25231543012938862,0.30570068156668184
growth,2000-Q1,2009-Q4,40,0.54624546342290659,0.23583249759552857,0.31041296582737787
growth,2000-Q2,2010-Q1,40,0.54766791341089871,0.22643112431460571,0.32123678909629283
growth,2000-Q3,2010-Q2,40,0.54627835628124055,0.21795601697232639,0.32832233930891430
growth,2000-Q4,2010-Q3,40,0.55155074136308124,0.22679380134600416,0.32475694001707706
growth,2001-Q1,2010-Q4,40,0.55859636632499832,0.22412983921247695,0.33446652711252134
growth,2001-Q2,2011-Q1,40,0.55065137985804158,0.22996275460959287,0.32068862524844860
growth,2001-Q3,2011-Q2,40,0.54902517505809911,0.22485246471628173,0.32417271034181716
growth,2001-Q4,2011-Q3,40,0.54027092930177467,0.22737233677733751,0.31289859252443725
growth,2002-Q1,2011-Q4,40,0.53768532281064596,0.21402807685026029,0.32365724596038564
growth,2002-Q2,2012-Q1,40,0.53443117198585777,0.20700770882827291,0.32742346315758519
growth,2002-Q3,2012-Q2,40,0.53496033231375095,0.21723148263707465,0.31772884967667647
growth,2002-Q4,2012-Q3,40,0.53425054889750012,0.22053728693594440,0.31371326196155558
growth,2003-Q1,2012-Q4,40,0.54471108189191741,0.22212738422644865,0.32258369766546890
growth,2003-Q2,2013-Q1,40,0.54468553540254649,0.21341965640904520,0.33126587899350124
growth,2003-Q3,2013-Q2,40,0.54886046127808430,0.21525927161345149,0.33360118966463281
growth,2003-Q4,2013-Q3,40,0.54591449718895535,0.21088956253364166,0.33502493465531352
growth,2004-Q1,2013-Q4,40,0.54138105523448499,0.21447795038182416,0.32690310485266089
growth,2004-Q2,2014-Q1,40,0.53804201452781808,0.20365565633203306,0.33438635819578516
growth,2004-Q3,2014-Q2,40,0.53076924841233120,0.19310914663164766,0.33766010178068340
growth,2004-Q4,2014-Q3,40,0.53294195565768709,0.20169423307103071,0.33124772258665619
growth,2005-Q1,2014-Q4,40,0.53319233189502058,0.19544147333797032,0.33775085855705012
growth,2005-Q2,2015-Q1,40,0.52384922325028638,0.20029456509767829,0.32355465815260803
growth,2005-Q3,2015-Q2,40,0.52160543006084714,0.19074267596317943,0.33086275409766769
growth,2005-Q4,2015-Q3,40,0.51764752405303793,0.19123662513490022,0.32641089891813757
growth,2006-Q1,2015-Q4,40,0.51489399411452685,0.19266529677466443,0.32222869733986226
growth,2006-Q2,2016-Q1,40,0.52105741960379137,0.18407929467510281,0.33697812492868878
growth,2006-Q3,2016-Q2,40,0.52506038053479909,0.18390491949423649,0.34115546104056271
growth,2006-Q4,2016-Q3,40,0.52206442953356813,0.18234970739415657,0.33971472213941173
growth,2007-Q1,2016-Q4,40,0.51308471018178881,0.18781639764916339,0.32526831253262550
growth,2007-Q2,2017-Q1,40,0.50886016054472627,0.20871264151552793,0.30014751902919840
growth,2007-Q3,2017-Q2,40,0.50813384822492669,0.19705122565138100,0.31108262257354602
growth,2007-Q4,2017-Q3,40,0.51029987604864047,0.20058282173507488,0.30971705431356561
growth,2008-Q1,2017-Q4,40,0.51177542446339630,0.20078396280276931,0.31099146166062719
growth,2008-Q2,2018-Q1,40,0.51979476298932714,0.20130474806486351,0.31849001492446355
growth,2008-Q3,2018-Q2,40,0.52527891314159758,0.18002725046523629,0.34525166267636143
growth,2008-Q4,2018-Q3,40,0.53089913711911985,0.15385800542014813,0.37704113169897158
growth,2009-Q1,2018-Q4,40,0.39171001185214677,0.07418007712306415,0.31752993472908259
growth,2009-Q2,2019-Q1,40,0.13493436625660726,0.06548659495527945,0.06944777130132783
growth,2009-Q3,2019-Q2,40,0.11191767566250764,0.07700584328985383,0.03491183237265379
growth,2009-Q4,2019-Q3,40,0.11094959507582625,0.07359150739966504,0.03735808767616117
growth,2010-Q1,2019-Q4,40,0.13330664716297283,0.10064308741092412,0.03266355975204865
growth,2010-Q2,2020-Q1,40,0.39268520642961546,0.53916170286829967,-0.14647649643868427
growth,2010-Q3,2020-Q2,40,0.89819756876301637,0.88321473898876335,0.01498282977425311
growth,2010-Q4,2020-Q3,40,0.91660070021367057,0.90750048558565322,0.00910021462801734
growth,2011-Q1,2020-Q4,40,0.90790665894683087,0.88628506275046515,0.02162159619636556
growth,2011-Q2,2021-Q1,40,0.90808768413631613,0.87307598117901353,0.03501170295730290
growth,2011-Q3,2021-Q2,40,0.90117523382238085,0.86002317558553676,0.04115205823684413
growth,2011-Q4,2021-Q3,40,0.89292859885980613,0.82696838060466249,0.06596021825514382
growth,2012-Q1,2021-Q4,40,0.88777891612847648,0.81308557192806952,0.07469334420040684
growth,2012-Q2,2022-Q1,40,0.88834994584601901,0.81015716449151021,0.07819278135450856
growth,2012-Q3,2022-Q2,40,0.88700146767500077,0.80989370394616234,0.07710776372883860
growth,2012-Q4,2022-Q3,40,0.88732680617462811,0.81015234231634459,0.07717446385828391
growth,2013-Q1,2022-Q4,40,0.88683227804957032,0.80938090971709442,0.07745136833247579
growth,2013-Q2,2023-Q1,40,0.88751624086084036,0.81097932166239306,0.07653691919844711
growth,2013-Q3,2023-Q2,40,0.88762305130741104,0.81095837158122930,0.07666467972618175
growth,2013-Q4,2023-Q3,40,0.88639426851326719,0.81088137798587512,0.07551289052739188
growth,2014-Q1,2023-Q4,40,0.88609339431357914,0.81101394483115707,0.07507944948242160
growth,2014-Q2,2024-Q1,40,0.88762732629768226,0.81322651197676821,0.07440081432091374
growth,2014-Q3,2024-Q2,40,0.88981039548991736,0.82442838606090130,0.06538200942901609
growth,2014-Q4,2024-Q3,40,0.88957141949941010,0.82437513887724789,0.06519628062216196
growth,2015-Q1,2024-Q4,40,0.88999714211803438,0.82457411420948001,0.06542302790855439
growth,2015-Q2,2025-Q1,40,0.89244946657148572,0.82454297936123078,0.06790648721025500
growth,2015-Q3,2025-Q2,40,0.89242375351418357,0.82477355980189926,0.06765019371228403
growth,2015-Q4,2025-Q3,40,0.89156010131505903,0.82434980145335734,0.06721029986170189
growth,2016-Q1,2025-Q4,40,0.89146335369890339,0.82465869079538734,0.06680466290351592
growth,2016-Q2,2026-Q1,40,0.89160517056220301,0.82447037701060721,0.06713479355159636
growth,2016-Q3,2026-Q2,40,0.89014038766471937,0.82506583825421509,0.06507454941050406
hamilton,1998-Q4,2008-Q3,40,0.45741949951387106,0.36075348712032046,0.09666601239355066
hamilton,1999-Q1,2008-Q4,40,0.50031315204720661,0.41975629196157122,0.08055686008563540
hamilton,1999-Q2,2009-Q1,40,0.57441837060057177,0.46358140741590348,0.11083696318466871
hamilton,1999-Q3,2009-Q2,40,0.62245914498554322,0.48531121841675412,0.13714792656878916
hamilton,1999-Q4,2009-Q3,40,0.67384419789574501,0.49691231616609427,0.17693188172965094
hamilton,2000-Q1,2009-Q4,40,0.70726559162751246,0.51257754396248500,0.19468804766502734
hamilton,2000-Q2,2010-Q1,40,0.72406718427557248,0.51587404959625516,0.20819313467931733
hamilton,2000-Q3,2010-Q2,40,0.73374144743418312,0.51674618290108454,0.21699526453309848
hamilton,2000-Q4,2010-Q3,40,0.73608612173628540,0.51305090675892506,0.22303521497736009
hamilton,2001-Q1,2010-Q4,40,0.74703647535766371,0.51502782401874403,0.23200865133891996
hamilton,2001-Q2,2011-Q1,40,0.74681634449877399,0.51535142495416697,0.23146491954460668
hamilton,2001-Q3,2011-Q2,40,0.75110334168127080,0.52013154772755810,0.23097179395371295
hamilton,2001-Q4,2011-Q3,40,0.75423811486616976,0.52672855739268631,0.22750955747348348
hamilton,2002-Q1,2011-Q4,40,0.75232996264782348,0.52897905397065614,0.22335090867716731
hamilton,2002-Q2,2012-Q1,40,0.74576553561191838,0.51978065663544604,0.22598487897647229
hamilton,2002-Q3,2012-Q2,40,0.73354607186876930,0.50283793983842517,0.23070813203034410
hamilton,2002-Q4,2012-Q3,40,0.72339280752486324,0.48370243063654217,0.23969037688832123
hamilton,2003-Q1,2012-Q4,40,0.71451527354751998,0.46250905791807384,0.25200621562944625
hamilton,2003-Q2,2013-Q1,40,0.69487345632210307,0.42415164387099780,0.27072181245110538
hamilton,2003-Q3,2013-Q2,40,0.68043799681623285,0.38415412310077685,0.29628387371545611
hamilton,2003-Q4,2013-Q3,40,0.67571752408580366,0.35322357366814516,0.32249395041765844
hamilton,2004-Q1,2013-Q4,40,0.67310338883844478,0.33137490322447666,0.34172848561396801
hamilton,2004-Q2,2014-Q1,40,0.67119979533570806,0.31379217219526856,0.35740762314043939
hamilton,2004-Q3,2014-Q2,40,0.66912166191955613,0.30518692080126419,0.36393474111829188
hamilton,2004-Q4,2014-Q3,40,0.66809892658300107,0.30342124663352676,0.36467767994947409
hamilton,2005-Q1,2014-Q4,40,0.66515666483275226,0.29886024187573046,0.36629642295702203
hamilton,2005-Q2,2015-Q1,40,0.66508175156304405,0.29507163915843471,0.37001011240460924
hamilton,2005-Q3,2015-Q2,40,0.66247724673017139,0.28818498695817873,0.37429225977199265
hamilton,2005-Q4,2015-Q3,40,0.66320298962870228,0.28727280932567839,0.37593018030302389
hamilton,2006-Q1,2015-Q4,40,0.66335453617178752,0.28569058255750601,0.37766395361428168
hamilton,2006-Q2,2016-Q1,40,0.66427016195780164,0.28879406087753090,0.37547610108027052
hamilton,2006-Q3,2016-Q2,40,0.66881788271324905,0.28725334746698117,0.38156453524626827
hamilton,2006-Q4,2016-Q3,40,0.67023849350111764,0.28202300177996853,0.38821549172114911
hamilton,2007-Q1,2016-Q4,40,0.66940199309127701,0.28534675790555630,0.38405523518572060
hamilton,2007-Q2,2017-Q1,40,0.66655890969461939,0.28933652596094273,0.37722238373367650
hamilton,2007-Q3,2017-Q2,40,0.66518686213914480,0.28787587199528392,0.37731099014386099
hamilton,2007-Q4,2017-Q3,40,0.66682314376481111,0.28793861636553886,0.37888452739927225
hamilton,2008-Q1,2017-Q4,40,0.67152858061661258,0.28768982738499510,0.38383875323161720
hamilton,2008-Q2,2018-Q1,40,0.68054459108507848,0.29487705603175163,0.38566753505332674
hamilton,2008-Q3,2018-Q2,40,0.69646849944193423,0.30669718221238929,0.38977131722954500
hamilton,2008-Q4,2018-Q3,40,0.71320158610180440,0.32043861675733382,0.39276296934447041
hamilton,2009-Q1,2018-Q4,40,0.71649036920746900,0.31928491196886871,0.39720545723859990
hamilton,2009-Q2,2019-Q1,40,0.71124550425442989,0.30051586771775379,0.41072963653667593
hamilton,2009-Q3,2019-Q2,40,0.69060064447925540,0.27624042564147816,0.41436021883777724
hamilton,2009-Q4,2019-Q3,40,0.65064258545044429,0.24407614312206091,0.40656644232838313
hamilton,2010-Q1,2019-Q4,40,0.59280772232929457,0.20502042806255502,0.38778729426673969
hamilton,2010-Q2,2020-Q1,40,0.50911554083485355,0.30928244706419783,0.19983309377065589
hamilton,2010-Q3,2020-Q2,40,0.80284423982142450,0.77947632193450522,0.02336791788691897
hamilton,2010-Q4,2020-Q3,40,0.81476078494844617,0.78099404364263170,0.03376674130581472
hamilton,2011-Q1,2020-Q4,40,0.82628387395291381,0.79004887971259230,0.03623499424032178
hamilton,2011-Q2,2021-Q1,40,0.83238124290605953,0.78356696490559441,0.04881427800046508
hamilton,2011-Q3,2021-Q2,40,0.83575535561384606,0.77535050417723184,0.06040485143661434
hamilton,2011-Q4,2021-Q3,40,0.82561698299135711,0.76249320790027897,0.06312377509107822
hamilton,2012-Q1,2021-Q4,40,0.82423770332646451,0.76206916176276884,0.06216854156369606
hamilton,2012-Q2,2022-Q1,40,0.82546584216530050,0.76479140845651805,0.06067443370878232
hamilton,2012-Q3,2022-Q2,40,0.81329743582557879,0.76258122337378098,0.05071621245179768
hamilton,2012-Q4,2022-Q3,40,0.81224981039292643,0.76500402497307252,0.04724578541985382
hamilton,2013-Q1,2022-Q4,40,0.81068939252581285,0.76716941404959027,0.04351997847622291
hamilton,2013-Q2,2023-Q1,40,0.85724390845903553,0.81608017762216412,0.04116373083687137
hamilton,2013-Q3,2023-Q2,40,0.85925397854461527,0.82677205571163070,0.03248192283298455
hamilton,2013-Q4,2023-Q3,40,0.85906811554969820,0.84347245233425372,0.01559566321544448
hamilton,2014-Q1,2023-Q4,40,0.86004164359585444,0.85677068458399486,0.00327095901185977
hamilton,2014-Q2,2024-Q1,40,0.85929358041680848,0.87140912431130113,-0.01211554389449285
hamilton,2014-Q3,2024-Q2,40,0.85500586370435394,0.87262013636806002,-0.01761427266370645
hamilton,2014-Q4,2024-Q3,40,0.85116736457101749,0.87386245738941470,-0.02269509281839750
hamilton,2015-Q1,2024-Q4,40,0.84860050072607107,0.87432448308455724,-0.02572398235848625
hamilton,2015-Q2,2025-Q1,40,0.84733084947502146,0.87366776820829584,-0.02633691873327420
hamilton,2015-Q3,2025-Q2,40,0.84691413656016867,0.87285838161435725,-0.02594424505418840
hamilton,2015-Q4,2025-Q3,40,0.84591409680975871,0.87167668260832998,-0.02576258579857117
hamilton,2016-Q1,2025-Q4,40,0.84700657585210593,0.87042477492132975,-0.02341819906922351
hamilton,2016-Q2,2026-Q1,40,0.84847038456491475,0.86946720667558486,-0.02099682211067016
hamilton,2016-Q3,2026-Q2,40,0.85116778787716751,0.86858218738719439,-0.01741439951002725
