period,method,country_i,country_j,output_correlation,consumption_correlation,gap,gap_lower,gap_upper
full_common,hp1600,CHE,JPN,0.72949739943352687,0.67161387587958798,0.05788352355393889,-0.05291307793522870,0.35322459023342434
full_common,hp1600,CHE,USA,0.76506032728876749,0.71494128487544562,0.05011904241332188,-0.11007298994281513,0.35560863313431212
full_common,hp1600,DEU,FRA,0.85283062726623460,0.88520062821844447,-0.03237000095220988,-0.06620666620112167,0.33746082528862187
full_common,hp1600,DEU,GBR,0.80453376954683609,0.87752551158199554,-0.07299174203515946,-0.14624334967683073,0.38638844649305765
full_common,hp1600,DEU,ITA,0.86245804115469049,0.89660458017238198,-0.03414653901769149,-0.07070342074416523,0.25137412313371515
full_common,hp1600,DEU,JPN,0.80480779580376238,0.63185422715770334,0.17295356864605904,-0.00371685195757003,0.62764481460851407
full_common,hp1600,DEU,USA,0.76113502293368085,0.71284802929151603,0.04828699364216482,-0.24077938881719646,0.36346976069323933
full_common,hp1600,FRA,GBR,0.92285237635729844,0.87641807441250064,0.04643430194479781,-0.01261434095231282,0.25634261600385777
full_common,hp1600,FRA,ITA,0.93817429214955361,0.90914040273454233,0.02903388941501128,-0.04692217574189066,0.11680118756468666
full_common,hp1600,FRA,JPN,0.75671160277461491,0.61310283923997744,0.14360876353463747,0.02147025984539278,0.68819138329108187
full_common,hp1600,FRA,USA,0.84521030642573780,0.80668217637705053,0.03852813004868727,-0.03683552796353368,0.28083956234308355
full_common,hp1600,GBR,ITA,0.91809839463461407,0.88735218587015208,0.03074620876446199,-0.00885087668116719,0.29646527436315867
full_common,hp1600,GBR,JPN,0.77396783664867741,0.72824945802152163,0.04571837862715578,-0.03859217629508963,0.44435547937354675
full_common,hp1600,GBR,USA,0.83468932399999329,0.82802938149023420,0.00665994250975910,-0.04603484218286592,0.15551873041733863
full_common,hp1600,ITA,JPN,0.76042074429986994,0.58352788905182129,0.17689285524804865,0.02775496093006174,0.73781931632106101
full_common,hp1600,ITA,USA,0.76547081250290494,0.79990153231289651,-0.03443071980999157,-0.29295652409687667,0.11922512847679081
full_common,hp1600,JPN,USA,0.80107566165950517,0.61512633433401764,0.18594932732548752,0.03791641956928112,0.61552563365824287
full_common,growth,AUS,AUT,0.63697231288121858,0.43436292522391629,0.20260938765730230,-0.12774666410008023,0.52555045366338438
full_common,growth,AUS,CAN,0.73784247575353812,0.74859511873484863,-0.01075264298131051,-0.36542877937789409,0.41265558158888110
full_common,growth,AUS,CHE,0.60506801448131398,0.61465755936111055,-0.00958954487979657,-0.19906348029882601,0.26162250423431288
full_common,growth,AUS,DEU,0.62601476003146483,0.59646375068358881,0.02955100934787602,-0.23227175445772552,0.36066846043625483
full_common,growth,AUS,FRA,0.64733220138158121,0.59010730860923777,0.05722489277234344,-0.27714067210776172,0.28861685417788252
full_common,growth,AUS,GBR,0.73993628070372020,0.74751100067932907,-0.00757471997560888,-0.21626812873391194,0.17919764501434043
full_common,growth,AUS,ITA,0.66814253346549490,0.63224901604426809,0.03589351742122682,-0.29351730691593980,0.17990836179167988
full_common,growth,AUS,JPN,0.61659065144303549,0.70086496907600437,-0.08427431763296889,-0.24040906533530640,0.09991875295793608
full_common,growth,AUS,USA,0.73336673806445640,0.78152773539119247,-0.04816099732673607,-0.13984894377796978,0.18904175167004786
full_common,growth,AUT,CAN,0.85959989387289937,0.80695844653350268,0.05264144733939669,-0.26082365850328004,0.33373136771796869
full_common,growth,AUT,CHE,0.84503221351221980,0.88532279329393870,-0.04029057978171890,-0.26234226256429422,0.40159599019438474
full_common,growth,AUT,DEU,0.84837438598575954,0.87698968551301215,-0.02861529952725261,-0.30111777539442702,0.39167153044857972
full_common,growth,AUT,FRA,0.90442566952536985,0.83415132927112201,0.07027434025424784,-0.06782647751380963,0.56895655402426770
full_common,growth,AUT,GBR,0.93730693045126723,0.82846591647312950,0.10884101397813772,0.03865384218114633,0.60392581643720100
full_common,growth,AUT,ITA,0.90354782604239670,0.85001644000750676,0.05353138603488994,-0.05007293241177906,0.50685680734825789
full_common,growth,AUT,JPN,0.66996892186453971,0.42765649420666296,0.24231242765787675,0.03963284842801026,0.59669820746846280
full_common,growth,AUT,USA,0.85063936906161097,0.74558384422470414,0.10505552483690683,-0.20465704025482290,0.36271311591797284
full_common,growth,CAN,CHE,0.82421974294060085,0.84695668345855490,-0.02273694051795405,-0.13037557310349310,0.42632845022008264
full_common,growth,CAN,DEU,0.83958842287042690,0.86287626093591219,-0.02328783806548529,-0.33658195325768747,0.46680850220271480
full_common,growth,CAN,FRA,0.91072376369728381,0.88857701542650425,0.02214674827077956,-0.21093443720333066,0.27909799637203775
full_common,growth,CAN,GBR,0.90290878475487224,0.89386585300162313,0.00904293175324911,-0.08678969551878112,0.27059014838295770
full_common,growth,CAN,ITA,0.90485235215719551,0.82442806127226720,0.08042429088492831,-0.04795736262988136,0.29574808778341222
full_common,growth,CAN,JPN,0.71525497407089889,0.65466465343661995,0.06059032063427894,-0.04562299565148836,0.41985985508238888
full_common,growth,CAN,USA,0.89427402596868055,0.88735023543175362,0.00692379053692693,-0.06262468038868556,0.31224796826708906
full_common,growth,CHE,DEU,0.83296086635374067,0.91986155536042147,-0.08690068900668080,-0.29642345999045389,0.54758162317798398
full_common,growth,CHE,FRA,0.83379686587730006,0.88441217191939536,-0.05061530604209530,-0.23426316535270594,0.31258497187323037
full_common,growth,CHE,GBR,0.85976879977520770,0.90820195226609512,-0.04843315249088742,-0.18982863346855222,0.50137176206604706
full_common,growth,CHE,ITA,0.86669424294900266,0.90437855699454395,-0.03768431404554129,-0.13802682902951394,0.58484270267657812
full_common,growth,CHE,JPN,0.66269951126145499,0.58215600064195150,0.08054351061950349,-0.10136495583707185,0.43801547978974276
full_common,growth,CHE,USA,0.83323418132444638,0.81605772759521877,0.01717645372922760,-0.15139981043151329,0.46637572776656272
full_common,growth,DEU,FRA,0.87438358679187456,0.87675091210475342,-0.00236732531287887,-0.10578881952046833,0.62925219202698646
full_common,growth,DEU,GBR,0.88514969443695179,0.87212722831584355,0.01302246612110824,-0.04896224684568529,0.48353590384410949
full_common,growth,DEU,ITA,0.87987104197711252,0.88350948042106703,-0.00363843844395451,-0.14095147719165813,0.44774851580339359
full_common,growth,DEU,JPN,0.74574490280612571,0.55165793774292771,0.19408696506319800,0.05002860032955075,0.68395006435623973
full_common,growth,DEU,USA,0.81159859378809529,0.80551791760638292,0.00608067618171237,-0.34232658685804029,0.30124475492179220
full_common,growth,FRA,GBR,0.92538604872406938,0.84796251483946539,0.07742353388460399,-0.04488063706743804,0.37162762315075187
full_common,growth,FRA,ITA,0.96208062713282749,0.89601108211607849,0.06606954501674900,0.00886772965809823,0.34020466976084812
full_common,growth,FRA,JPN,0.67166422069145948,0.52518648820774161,0.14647773248371787,0.04411812534186597,0.66493953055011690
full_common,growth,FRA,USA,0.89318557236821172,0.84827387499298168,0.04491169737523004,-0.12607780829420029,0.29648385679422723
full_common,growth,GBR,ITA,0.92583648629839155,0.89111934087784328,0.03471714542054827,-0.20749256825440268,0.44362113408849352
full_common,growth,GBR,JPN,0.71540569907080964,0.65975305475956381,0.05565264431124584,-0.04172050229345359,0.45389127177795241
full_common,growth,GBR,USA,0.90431515248117178,0.90248826915591429,0.00182688332525749,-0.14548408128018706,0.20234125796840308
full_common,growth,ITA,JPN,0.69010825866908321,0.54131241664044771,0.14879584202863549,0.04890291119569211,0.50908418334547156
full_common,growth,ITA,USA,0.88439201046655347,0.86866639313678828,0.01572561732976518,-0.41136656511300429,0.07069323846741367
full_common,growth,JPN,USA,0.70665414527484161,0.63625816980995509,0.07039597546488652,-0.01858046492222144,0.42229106488194024
full_common,hamilton,AUS,AUT,0.74311884034180353,0.80068781021376012,-0.05756896987195659,-0.19851671958317177,0.08878528762616809
full_common,hamilton,AUS,CAN,0.73059802962216758,0.90831165486626242,-0.17771362524409484,-0.41273216118207445,-0.03219726825633704
full_common,hamilton,AUS,CHE,0.58955277838711784,0.74539216298975985,-0.15583938460264202,-0.26827739907311604,0.24373683354504316
full_common,hamilton,AUS,DEU,0.49583888132413173,0.70683028175955998,-0.21099140043542824,-0.34611112539812661,0.23100683477538381
full_common,hamilton,AUS,FRA,0.72221337911637917,0.76302777040420755,-0.04081439128782838,-0.21580482154534189,0.08210598470956348
full_common,hamilton,AUS,GBR,0.78072024911999549,0.77420499859879899,0.00651525052119650,-0.10863761342032542,0.17939091969555315
full_common,hamilton,AUS,ITA,0.54787365118925879,0.73280552871168425,-0.18493187752242546,-0.61810623048582003,0.02083777588372330
full_common,hamilton,AUS,JPN,0.50321410830073732,0.65540800402199317,-0.15219389572125586,-0.34443797648273228,0.19149943916129455
full_common,hamilton,AUS,USA,0.59104626860228637,0.48020470183174035,0.11084156677054602,-0.05183819450049611,0.32466269176393237
full_common,hamilton,AUT,CAN,0.77711608860881254,0.89083489340054745,-0.11371880479173491,-0.28514308540033795,0.11251505746716370
full_common,hamilton,AUT,CHE,0.83552928431838125,0.80151215384136487,0.03401713047701638,-0.04420474246957302,0.57688745099084859
full_common,hamilton,AUT,DEU,0.80312132533211156,0.84280332384785184,-0.03968199851574028,-0.15333854642281999,0.31266061222461866
full_common,hamilton,AUT,FRA,0.87679541060446808,0.89709456813690258,-0.02029915753243450,-0.11631697469677223,0.19574014924889713
full_common,hamilton,AUT,GBR,0.84345350721815004,0.83147011133308868,0.01198339588506137,-0.08173582463540806,0.37654595036604815
full_common,hamilton,AUT,ITA,0.71427117303188736,0.81839230527508866,-0.10412113224320130,-0.30737727727916631,0.17534465752976552
full_common,hamilton,AUT,JPN,0.65388814703224718,0.57914249294196396,0.07474565409028322,-0.10329077906242846,0.54469266628256574
full_common,hamilton,AUT,USA,0.61718992937307149,0.52999895656590024,0.08719097280717125,-0.17873487415065961,0.34697659610963844
full_common,hamilton,CAN,CHE,0.67161127386105135,0.79739858872686220,-0.12578731486581085,-0.29267120541569230,0.47032469036357655
full_common,hamilton,CAN,DEU,0.65507578961466228,0.80287761187231177,-0.14780182225764948,-0.39161725845119005,0.28278012467497010
full_common,hamilton,CAN,FRA,0.92631445937387302,0.89994499953722429,0.02636945983664873,-0.02519408956375690,0.19958879934432688
full_common,hamilton,CAN,GBR,0.87162291886928933,0.86859781055683338,0.00302510831245595,-0.09963656953484364,0.23965823376436032
full_common,hamilton,CAN,ITA,0.68338897730587322,0.79892094952733006,-0.11553197222145684,-0.37952794919677169,0.19185828189454332
full_common,hamilton,CAN,JPN,0.70519289164441201,0.67945930690213852,0.02573358474227350,-0.28112531183057343,0.45222639072386489
full_common,hamilton,CAN,USA,0.85418353909116185,0.56078156720746908,0.29340197188369277,0.08747389068762351,0.54844327117047698
full_common,hamilton,CHE,DEU,0.74027973728368612,0.80733277512578661,-0.06705303784210048,-0.22967292031126091,0.30851933982808549
full_common,hamilton,CHE,FRA,0.78758062134233286,0.75638660764658916,0.03119401369574371,-0.09728561418169512,0.55132956553968659
full_common,hamilton,CHE,GBR,0.70832891738863635,0.71340317164424150,-0.00507425425560515,-0.14558543818314898,0.52069715434090980
full_common,hamilton,CHE,ITA,0.69811025148240691,0.63972459463213605,0.05838565685027086,-0.12439357753338806,0.65418734750046459
full_common,hamilton,CHE,JPN,0.58085535040485303,0.63783266962868312,-0.05697731922383009,-0.17604944373819054,0.33785260804058054
full_common,hamilton,CHE,USA,0.55514362965073794,0.45348179977456793,0.10166182987617001,-0.19393606265939387,0.41720910029069685
full_common,hamilton,DEU,FRA,0.73207629625626525,0.83817290332911765,-0.10609660707285240,-0.31211688983335512,0.17646670832299682
full_common,hamilton,DEU,GBR,0.70526687527326781,0.87509750241804962,-0.16983062714478181,-0.37477459012873587,0.04883865393142922
full_common,hamilton,DEU,ITA,0.48458860317657415,0.59741634720253323,-0.11282774402595908,-0.37032619533299660,0.50711048306080930
full_common,hamilton,DEU,JPN,0.71755788626248806,0.55417125259298161,0.16338663366950645,-0.06777150372193455,0.61039930439483114
full_common,hamilton,DEU,USA,0.55590897168105879,0.61817380839229397,-0.06226483671123517,-0.49982163092017551,0.18336815837373616
full_common,hamilton,FRA,GBR,0.90359598456132029,0.83573246599944040,0.06786351856187989,0.00197259724970791,0.29424927624578429
full_common,hamilton,FRA,ITA,0.84040007116096005,0.79853894757163824,0.04186112358932181,-0.06724845751018699,0.28465295091985715
full_common,hamilton,FRA,JPN,0.71624872367895831,0.52907343437136989,0.18717528930758842,-0.03393007413922193,0.74184134489782727
full_common,hamilton,FRA,USA,0.77239727564223892,0.65327693823418320,0.11912033740805572,-0.03869204082967132,0.28451894910309550
full_common,hamilton,GBR,ITA,0.74603345843371571,0.62535339132664236,0.12068006710707335,-0.04672245591545734,0.56416257437065298
full_common,hamilton,GBR,JPN,0.79356767160730879,0.68015397475737860,0.11341369684993019,-0.01071643079490869,0.44852572456264522
full_common,hamilton,GBR,USA,0.75676558358348134,0.66008264557879903,0.09668293800468231,0.00070320758441288,0.19373853243273648
full_common,hamilton,ITA,JPN,0.60921142262235484,0.50888316211713247,0.10032826050522237,-0.08318199883228511,0.61501350814189970
full_common,hamilton,ITA,USA,0.54631942734402827,0.35664207891189120,0.18967734843213707,-0.11540822390058762,0.54443821588407904
full_common,hamilton,JPN,USA,0.66224705203909606,0.30051415831966727,0.36173289371942879,0.06975750735306596,0.65738326678208769
pre_pandemic,hp1600,AUS,AUT,0.38215243977082847,0.39917388197831116,-0.01702144220748270,-0.34631661258675123,0.19782919311914743
pre_pandemic,hp1600,AUS,CAN,0.29113001861130683,0.56250306530770044,-0.27137304669639362,-0.46592661525270318,0.04779376952655149
pre_pandemic,hp1600,AUS,CHE,0.18778601251152141,0.07670569139805417,0.11108032111346725,-0.17045133884235197,0.34755058633777469
pre_pandemic,hp1600,AUS,DEU,0.22424120428706815,0.28000130354010100,-0.05576009925303285,-0.39997194719206397,0.20072783744923911
pre_pandemic,hp1600,AUS,FRA,0.24728856921992615,0.35208369827923275,-0.10479512905930660,-0.32751840345370853,0.18541624900170800
pre_pandemic,hp1600,AUS,GBR,0.33790238999713862,0.54923015486134230,-0.21132776486420368,-0.37048107880557873,0.08215364790248304
pre_pandemic,hp1600,AUS,ITA,0.03632778140618782,0.49138448698422915,-0.45505670557804134,-0.86153342118156440,-0.13703293409629314
pre_pandemic,hp1600,AUS,JPN,0.25029887915177557,0.16585498648479299,0.08444389266698257,-0.16488834863441337,0.39015027074112246
pre_pandemic,hp1600,AUS,USA,0.43612784363651425,0.63001523838121387,-0.19388739474469963,-0.36306957993076266,0.00122949161159717
pre_pandemic,hp1600,AUT,CAN,0.71717905893769396,0.30664830181508662,0.41053075712260734,0.11686308233289661,0.61796044391507388
pre_pandemic,hp1600,AUT,CHE,0.75032685798370458,0.32163200572558770,0.42869485225811688,0.11796023275415550,0.71489140418802810
pre_pandemic,hp1600,AUT,DEU,0.85724549389227156,0.58522813333325330,0.27201736055901826,0.01213994352393251,0.45239420047248369
pre_pandemic,hp1600,AUT,FRA,0.88389948772027016,0.35327488418735553,0.53062460353291463,0.27727640850008467,0.75043160942338039
pre_pandemic,hp1600,AUT,GBR,0.74272748944101197,0.18942818100908410,0.55329930843192787,0.10220491636475065,0.75742706944724092
pre_pandemic,hp1600,AUT,ITA,0.81420277734690538,0.52373231175358625,0.29047046559331913,0.02781939406558542,0.48156566028139014
pre_pandemic,hp1600,AUT,JPN,0.64719081635590248,0.03959249198766242,0.60759832436824002,0.19896314100142087,0.75832418753039599
pre_pandemic,hp1600,AUT,USA,0.68579122261141401,0.39751270640070246,0.28827851621071154,-0.10515522546371432,0.52762333150217799
pre_pandemic,hp1600,CAN,CHE,0.65310327243837940,0.20491300936359311,0.44819026307478627,0.20597629159589598,0.65562515016711875
pre_pandemic,hp1600,CAN,DEU,0.71942333409408143,0.28625365566669941,0.43316967842738202,-0.03810132689821732,0.69003488711147454
pre_pandemic,hp1600,CAN,FRA,0.82879585428183722,0.60121703179376351,0.22757882248807371,0.04893242348959178,0.39696398174806341
pre_pandemic,hp1600,CAN,GBR,0.71810819104537538,0.61053607478230487,0.10757211626307051,-0.06166817215305937,0.53014726709696225
pre_pandemic,hp1600,CAN,ITA,0.59755923886883322,0.45244026668279785,0.14511897218603537,-0.19712101198420989,0.28659567463488178
pre_pandemic,hp1600,CAN,JPN,0.69220231739032567,0.27811219302399115,0.41409012436633452,0.13179125044987419,0.58274301252679661
pre_pandemic,hp1600,CAN,USA,0.77723450091884416,0.63445398617703852,0.14278051474180564,0.02206551506189028,0.32885769987671226
pre_pandemic,hp1600,CHE,DEU,0.78444804669500057,0.46835028655417643,0.31609776014082414,0.05917729004058567,0.65916060052881154
pre_pandemic,hp1600,CHE,FRA,0.79804743625082086,0.41090150912050805,0.38714592713031282,0.18010394886175007,0.60242857875552291
pre_pandemic,hp1600,CHE,GBR,0.71332779712954575,0.26663939539809622,0.44668840173144952,0.15183857343537496,0.59502898953548311
pre_pandemic,hp1600,CHE,ITA,0.73543451485041300,0.21529023064478015,0.52014428420563286,0.16234064937492915,0.84030521664612567
pre_pandemic,hp1600,CHE,JPN,0.60276642453498852,0.29599770188257024,0.30676872265241828,-0.09319506158793282,0.51988770444090271
pre_pandemic,hp1600,CHE,USA,0.62661874703195308,0.38006051801192847,0.24655822902002461,-0.05513036944821015,0.49015624755831144
pre_pandemic,hp1600,DEU,FRA,0.88332680813289166,0.48316109457076906,0.40016571356212260,0.11125584723292933,0.67052919306954128
pre_pandemic,hp1600,DEU,GBR,0.79029568267629868,0.23615764097997505,0.55413804169632364,0.13584135464118663,0.68717994091265178
pre_pandemic,hp1600,DEU,ITA,0.87865068013740999,0.55342333360830109,0.32522734652910890,0.09014624993849774,0.54614434126939548
pre_pandemic,hp1600,DEU,JPN,0.72916790968973555,0.08250740710358474,0.64666050258615082,0.23185408973772681,0.88130238172463182
pre_pandemic,hp1600,DEU,USA,0.61003104171001288,0.54308141408372690,0.06694962762628598,-0.47465346873613173,0.36540197771351463
pre_pandemic,hp1600,FRA,GBR,0.77237266105346813,0.44324868161633230,0.32912397943713584,0.09043808092268489,0.53395902986632482
pre_pandemic,hp1600,FRA,ITA,0.81990901646586367,0.71508048588581485,0.10482853058004882,-0.14295175757060710,0.24413431194103399
pre_pandemic,hp1600,FRA,JPN,0.73135096352932183,0.03719917221607817,0.69415179131324367,0.33134162514956411,0.92041761149205104
pre_pandemic,hp1600,FRA,USA,0.74476189563472139,0.53106190199353842,0.21369999364118297,-0.07223539803927391,0.41475825379123238
pre_pandemic,hp1600,GBR,ITA,0.72535293191567007,0.32595952414465379,0.39939340777101628,0.11194335321396308,0.51018443252226631
pre_pandemic,hp1600,GBR,JPN,0.83081383145648235,0.37356440875431318,0.45724942270216917,0.21857726553067250,0.74780177745311860
pre_pandemic,hp1600,GBR,USA,0.78918435292253819,0.65893173310033470,0.13025261982220349,0.02936317286149072,0.30312285495039215
pre_pandemic,hp1600,ITA,JPN,0.68068593215176043,-0.13651488074000961,0.81720081289177005,0.37961249857206075,1.00375841754585804
pre_pandemic,hp1600,ITA,USA,0.53922199118352265,0.57872112460356073,-0.03949913342003808,-0.54106378353443119,0.19779922969498878
pre_pandemic,hp1600,JPN,USA,0.71693940905607800,0.19705668929169759,0.51988271976438039,0.23163178079041161,0.77436019662438405
pre_pandemic,growth,AUS,AUT,0.22033730171609686,0.19712024927243896,0.02321705244365790,-0.28903109108245795,0.25283871489948778
pre_pandemic,growth,AUS,CAN,0.10349814987720525,0.36428615185143387,-0.26078800197422863,-0.45061301305467699,-0.01661294875486296
pre_pandemic,growth,AUS,CHE,0.14130774509358943,0.10915612780478166,0.03215161728880776,-0.21469718857355788,0.22560686780518227
pre_pandemic,growth,AUS,DEU,0.00646216962522072,0.02480084515587439,-0.01833867553065367,-0.39348226286703175,0.28376628490002170
pre_pandemic,growth,AUS,FRA,0.13706509477675569,0.27242115526037569,-0.13535606048362001,-0.42163557391878254,0.10365160378975709
pre_pandemic,growth,AUS,GBR,0.20574977238104297,0.27453460619935682,-0.06878483381831385,-0.30071116301377293,0.26955890082378564
pre_pandemic,growth,AUS,ITA,0.07920827622808559,0.28147286761771179,-0.20226459138962621,-0.47379144024921321,0.00312383411912013
pre_pandemic,growth,AUS,JPN,0.14507785447379426,0.14664602978449423,-0.00156817531069997,-0.20123690494909358,0.22352098274863438
pre_pandemic,growth,AUS,USA,0.27056964418458768,0.30774774164119040,-0.03717809745660272,-0.31182984454582163,0.24438965633485818
pre_pandemic,growth,AUT,CAN,0.45476373573413131,0.18476914972844294,0.26999458600568838,-0.11460461295264689,0.48682360171571265
pre_pandemic,growth,AUT,CHE,0.45174259115857462,0.16909967607321558,0.28264291508535905,-0.25511447526052511,0.66199712326527982
pre_pandemic,growth,AUT,DEU,0.46674481720194100,0.08873734371427346,0.37800747348766756,-0.03388077702799946,0.62646780859644446
pre_pandemic,growth,AUT,FRA,0.64754597016429838,0.08769224799504545,0.55985372216925289,0.25535803275391106,0.74188625010614251
pre_pandemic,growth,AUT,GBR,0.57786863925455423,0.03104844268135407,0.54682019657320013,0.03409546391980103,0.82457342790631116
pre_pandemic,growth,AUT,ITA,0.63050589498440657,0.14249533665615402,0.48801055832825257,0.08142501500310521,0.70449532938079740
pre_pandemic,growth,AUT,JPN,0.36559464176965883,-0.00190491600614153,0.36749955777580035,-0.05731410367560806,0.65502733673152180
pre_pandemic,growth,AUT,USA,0.47092682903438632,0.23891275321895092,0.23201407581543540,-0.28070403223850082,0.56330869260862759
pre_pandemic,growth,CAN,CHE,0.41842826634262043,0.06435872448713989,0.35406954185548056,-0.07986850400029183,0.57919577041983417
pre_pandemic,growth,CAN,DEU,0.46029006124879202,0.09369376350542433,0.36659629774336766,-0.13460895195928246,0.60376265024433506
pre_pandemic,growth,CAN,FRA,0.57296157215653654,0.31679967451228352,0.25616189764425301,-0.04048551739789885,0.39857458525960665
pre_pandemic,growth,CAN,GBR,0.51150339324006111,0.30518727040738369,0.20631612283267742,-0.08161112565004069,0.50250546087182701
pre_pandemic,growth,CAN,ITA,0.51269541366419225,0.35953530938224865,0.15316010428194360,-0.12183238582791570,0.28706400942097204
pre_pandemic,growth,CAN,JPN,0.37484841262820939,0.09357884076415716,0.28126957186405221,-0.06714945227151373,0.47142864572741422
pre_pandemic,growth,CAN,USA,0.54216316582866564,0.42566037176578203,0.11650279406288361,-0.17195717414985215,0.30108034172936321
pre_pandemic,growth,CHE,DEU,0.51549168165232417,0.01555883348240282,0.49993284816992134,-0.03086144547578513,0.85925141648486869
pre_pandemic,growth,CHE,FRA,0.43863217251002418,0.22887075927673972,0.20976141323328445,-0.28680556893158060,0.50467060514594320
pre_pandemic,growth,CHE,GBR,0.50739872748993808,0.05177686688550619,0.45562186060443188,0.05754023038074057,0.67086739313035881
pre_pandemic,growth,CHE,ITA,0.56583944280975162,0.03290960601233874,0.53292983679741290,0.08001790547537585,0.83463617145194746
pre_pandemic,growth,CHE,JPN,0.33593906672621537,0.17893426429081710,0.15700480243539827,-0.33191599187680304,0.45334673925330593
pre_pandemic,growth,CHE,USA,0.49761370217886391,0.13559543504288388,0.36201826713598007,-0.06586842248726528,0.60270839416301591
pre_pandemic,growth,DEU,FRA,0.62606762267442673,0.04599280275401393,0.58007481992041277,0.21666801673440494,0.76795321485306256
pre_pandemic,growth,DEU,GBR,0.61222007728456729,0.20532776468279990,0.40689231260176739,-0.00017170689148629,0.57547324037056291
pre_pandemic,growth,DEU,ITA,0.64765459641932355,0.21340352854894651,0.43425106787037704,0.13099667702727125,0.62238137816155714
pre_pandemic,growth,DEU,JPN,0.55030850938191089,0.11277209868223405,0.43753641069967686,-0.02273674102985253,0.70371409481895297
pre_pandemic,growth,DEU,USA,0.31548354574385118,0.26394363866432552,0.05153990707952566,-0.46384137937010211,0.34629117037892138
pre_pandemic,growth,FRA,GBR,0.63270996867564755,0.28961747325981252,0.34309249541583503,-0.00489022371474917,0.48923179467543271
pre_pandemic,growth,FRA,ITA,0.68756630994842227,0.47549255740468238,0.21207375254373989,-0.05379850174233902,0.40137238352425059
pre_pandemic,growth,FRA,JPN,0.46570795066775084,-0.07383125998669186,0.53953921065444266,0.17247952800982833,0.82578323654548702
